CC,count,pct
0.0,9,0.09295600082627557
1.0,38,0.3924808923776079
1.5,1,0.01032844453625284
2.0,211,2.1793017971493494
2.5,97,1.0018591200165254
3.0,504,5.2055360462714315
3.5,302,3.1191902499483577
4.0,657,6.785788060318117
4.5,214,2.210287130758108
5.0,650,6.713488948564346
5.5,650,6.713488948564346
6.0,1497,15.461681470770502
6.5,1224,12.642016112373478
7.0,1776,18.343317496385044
7.5,451,4.658128485850031
8.0,887,9.16133030365627
8.5,239,2.468498244164429
9.0,275,2.840322247469531
