TR,count,pct
0.0,12,0.12394133443503408
1.0,23,0.23755422433381534
1.5,1,0.01032844453625284
2.0,51,0.5267506713488949
2.5,16,0.16525511258004544
3.0,377,3.893823590167321
3.5,358,3.697583143978517
4.0,704,7.271224953522
4.5,262,2.7060524684982443
5.0,417,4.306961371617434
5.5,401,4.141706259037389
6.0,1807,18.66349927700888
6.5,1395,14.408180128072711
7.0,2032,20.98739929766577
7.5,489,5.050609378227639
8.0,826,8.531295186944845
8.5,218,2.2516009089031193
9.0,293,3.026234249122082
