target,feature,pearson_r,abs_r
TR,long_word_ratio,0.17226558032200917,0.17226558032200917
TR,top_content_word_ratio,-0.15547285748955575,0.15547285748955575
TR,exemplification_connective_count,0.1512586535414942,0.1512586535414942
TR,conclusive_connective_count,0.1435523380046123,0.1435523380046123
TR,flesch_reading_ease_proxy,-0.13467126373020522,0.13467126373020522
TR,lowercase_i_per_100,-0.13366001487992965,0.13366001487992965
TR,adjacent_sentence_overlap_std,-0.1334344725926197,0.1334344725926197
TR,lexical_density,0.12118892675549092,0.12118892675549092
TR,adjacent_sentence_overlap_mean,-0.12028312282487681,0.12028312282487681
TR,connective_count,0.11329497317434624,0.11329497317434624
TR,complex_sentence_ratio,0.11301821211621156,0.11301821211621156
TR,very_short_sentence_ratio,-0.11234301569056931,0.11234301569056931
TR,paragraph_len_cv,0.11075901907599744,0.11075901907599744
TR,lexical_chain_count,0.10943789889501507,0.10943789889501507
TR,content_repetition_ratio,-0.10713518266796514,0.10713518266796514
TR,has_intro_body_conclusion,0.10615533201185386,0.10615533201185386
TR,lexical_chain_coverage,-0.10064595698906724,0.10064595698906724
TR,transition_sentence_start_ratio,0.09535664050040694,0.09535664050040694
TR,bigram_diversity,0.09382985342374782,0.09382985342374782
TR,prompt_overlap,0.09327433909673895,0.09327433909673895
TR,intro_body_jaccard,-0.08920520777623239,0.08920520777623239
TR,body_prompt_overlap,0.08337197576275679,0.08337197576275679
TR,paragraph_len_std,0.08304255950769897,0.08304255950769897
TR,trigram_diversity,0.08205695795608461,0.08205695795608461
TR,repeated_word_error_per_100,-0.08152200055601715,0.08152200055601715
TR,avg_lexical_chain_size,-0.07630831455630868,0.07630831455630868
TR,contrastive_connective_count,0.07574857269138673,0.07574857269138673
TR,sentence_len_std,-0.07446684089234817,0.07446684089234817
TR,informal_word_ratio,-0.06764098040812451,0.06764098040812451
TR,type_token_ratio,0.06580732374711475,0.06580732374711475
TR,flesch_kincaid_grade_proxy,0.06539984703376292,0.06539984703376292
TR,comma_per_sentence,0.06508771826737314,0.06508771826737314
TR,body_conclusion_jaccard,-0.0650763361397315,0.0650763361397315
TR,sentence_count,0.06497255712211199,0.06497255712211199
TR,comma_splice_proxy,0.04643554465404736,0.04643554465404736
TR,causal_connective_count,0.04055135478776755,0.04055135478776755
TR,very_long_sentence_ratio,-0.03973897815583439,0.03973897815583439
TR,run_on_sentence_ratio,-0.03973897815583439,0.03973897815583439
TR,additive_connective_count,0.03213802550648754,0.03213802550648754
TR,intro_thesis_signal,0.03044626611782894,0.03044626611782894
TR,num_large_lexical_chains,-0.027986686000029452,0.027986686000029452
TR,academic_word_ratio,0.026909136248072948,0.026909136248072948
TR,simple_sva_error_per_100,-0.02537764219092354,0.02537764219092354
TR,conclusion_signal,0.022388177827934962,0.022388177827934962
TR,temporal_connective_count,0.022210222444869563,0.022210222444869563
TR,sentence_start_repetition_ratio,0.022087658071294057,0.022087658071294057
TR,intro_prompt_overlap,0.01896529454749069,0.01896529454749069
TR,intro_conclusion_jaccard,-0.017759469673863954,0.017759469673863954
TR,prompt_word_count,0.01758386572195853,0.01758386572195853
TR,conclusion_prompt_overlap,0.017511316739928846,0.017511316739928846
TR,semicolon_colon_per_sentence,-0.012392087896826422,0.012392087896826422
TR,avg_paragraph_len,-0.010629470193921763,0.010629470193921763
TR,prompt_bigram_overlap,-0.010180996479558993,0.010180996479558993
TR,subordinator_ratio,-0.009920494143221768,0.009920494143221768
TR,connective_per_sentence,-0.008312104543763627,0.008312104543763627
TR,avg_sentence_len,-0.003810475362503346,0.003810475362503346
band,unique_word_count,0.2965994182291905,0.2965994182291905
band,root_ttr,0.2861323927381568,0.2861323927381568
band,char_count,0.27228895568776906,0.27228895568776906
band,avg_content_word_len,0.22420250284924925,0.22420250284924925
band,avg_word_len,0.21940887320859181,0.21940887320859181
band,long_word_ratio,0.21517315234562537,0.21517315234562537
band,word_count,0.21248374595586642,0.21248374595586642
band,paragraph_count,0.20499042278307866,0.20499042278307866
band,has_intro_body_conclusion,0.17601683851014205,0.17601683851014205
band,lexical_density,0.1679334787704004,0.1679334787704004
