GRA,count,pct
0.0,5,0.0516422226812642
1.0,54,0.5577360049576534
1.5,12,0.12394133443503408
2.0,296,3.0572195827308404
2.5,79,0.8159471183639744
3.0,593,6.124767609997934
3.5,270,2.788680024788267
4.0,659,6.806444949390622
4.5,100,1.0328444536252839
5.0,917,9.471183639743854
5.5,715,7.384837843420781
6.0,2242,23.15637265027887
6.5,1080,11.154720099153067
7.0,1297,13.395992563519934
7.5,353,3.6459409212972527
8.0,411,4.2449907043999175
8.5,102,1.0535013426977897
9.0,497,5.133236934517662
