band_level,ngram,n,count,doc_freq,doc_pct,count_per_doc,other_count_per_doc,distinctiveness_score
mid_5_5_to_6_5,increase production consumer,3,21,12,0.0029955067398901645,0.005242136794807789,0.0,0.005242136794807789
mid_5_5_to_6_5,job high school,3,21,17,0.004243634548177734,0.005242136794807789,0.0,0.005242136794807789
mid_5_5_to_6_5,environmental pollution housing,3,20,15,0.0037443834248627058,0.004992511233150275,0.0,0.004992511233150275
mid_5_5_to_6_5,plays significant role,3,19,19,0.004742885671492761,0.004742885671492761,0.0,0.004742885671492761
mid_5_5_to_6_5,positive negative effects,3,18,17,0.004243634548177734,0.0044932601098352475,0.0,0.0044932601098352475
mid_5_5_to_6_5,plays important role,3,46,46,0.011482775836245632,0.011482775836245632,0.007253856742463676,0.004228919093781956
mid_5_5_to_6_5,studying university college,3,51,37,0.009236145781328009,0.0127309036445332,0.009325985587113183,0.0034049180574200165
mid_5_5_to_6_5,history house building,3,52,39,0.009735396904643036,0.012980529206190713,0.009641967983091713,0.0033385612230989997
mid_5_5_to_6_5,use social media,3,38,26,0.006490264603095357,0.009485771342985522,0.006679209687451556,0.0028065616555339665
mid_5_5_to_6_5,job straight school,3,40,30,0.0074887668497254116,0.00998502246630055,0.0072064434082238235,0.0027785790580767264
mid_5_5_to_6_5,unpaid community work,3,43,25,0.006240639041437843,0.010733899151273091,0.008040458015364732,0.0026934411359083588
mid_5_5_to_6_5,house building live,3,35,32,0.00798801797304044,0.008736894658012981,0.006076255210514565,0.002660639447498416
mid_5_5_to_6_5,artificially intelligent robots,3,55,36,0.008986520219670495,0.013729405891163254,0.01111184524389943,0.002617560647263824
mid_5_5_to_6_5,use public transport,3,38,32,0.00798801797304044,0.009485771342985522,0.007008994347844923,0.0024767769951405992
mid_5_5_to_6_5,conclusion even though,3,44,44,0.010983524712930605,0.010983524712930605,0.00857759613884209,0.0024059285740885145
mid_5_5_to_6_5,playing computer games,3,40,17,0.004243634548177734,0.00998502246630055,0.008120779526334401,0.0018642429399661486
mid_5_5_to_6_5,gap rich poor,3,25,15,0.0037443834248627058,0.006240639041437843,0.00482363581549593,0.0014170032259419128
mid_5_5_to_6_5,getting job straight,3,26,25,0.006240639041437843,0.006490264603095357,0.005086901229334464,0.0014033633737608924
mid_5_5_to_6_5,prevent climate change,3,27,21,0.005242136794807789,0.00673989016475287,0.005510809665112336,0.0012290804996405343
mid_5_5_to_6_5,live climate change,3,29,25,0.006240639041437843,0.007239141288067898,0.006029544769369913,0.001209596518697985
mid_5_5_to_6_5,production consumer goods,3,24,19,0.004742885671492761,0.005991013479780329,0.00482363581549593,0.001167377664284399
mid_5_5_to_6_5,plays vital role,3,61,60,0.014977533699450823,0.015227159261108337,0.014422791219152738,0.0008043680419555985
mid_5_5_to_6_5,graduating high school,3,27,25,0.006240639041437843,0.00673989016475287,0.006331022007838408,0.00040886815691446206
mid_5_5_to_6_5,single sex schools,3,50,23,0.005741387918122816,0.012481278082875686,0.012392772060842938,8.85060220327475e-05
high_ge7,better job opportunities,3,24,22,0.006632499246306904,0.007235453723243895,0.0,0.007235453723243895
high_ge7,play significant role,3,22,22,0.006632499246306904,0.006632499246306904,0.0,0.006632499246306904
high_ge7,greenhouse gas emissions,3,20,16,0.00482363581549593,0.006029544769369913,0.0,0.006029544769369913
high_ge7,renewable energy sources,3,20,18,0.005426590292432921,0.006029544769369913,0.0,0.006029544769369913
high_ge7,carbon dioxide emissions,3,20,18,0.005426590292432921,0.006029544769369913,0.0,0.006029544769369913
high_ge7,play pivotal role,3,18,18,0.005426590292432921,0.005426590292432921,0.0,0.005426590292432921
high_ge7,money soon possible,3,18,18,0.005426590292432921,0.005426590292432921,0.0,0.005426590292432921
high_ge7,require human touch,3,18,17,0.0051251130539644255,0.005426590292432921,0.0,0.005426590292432921
high_ge7,due several reasons,3,18,18,0.005426590292432921,0.005426590292432921,0.0,0.005426590292432921
high_ge7,social media platforms,3,40,35,0.010551703346397347,0.012059089538739826,0.006874226599905145,0.00518486293883468
high_ge7,pursuing higher education,3,17,15,0.004522158577027435,0.0051251130539644255,0.0,0.0051251130539644255
high_ge7,another point overlooked,3,17,17,0.0051251130539644255,0.0051251130539644255,0.0,0.0051251130539644255
high_ge7,museums art galleries,3,17,9,0.0027132951462164605,0.0051251130539644255,0.0,0.0051251130539644255
high_ge7,high school students,3,41,35,0.010551703346397347,0.01236056677720832,0.0073358063794515945,0.005024760397756726
