band_group,count,pct
0-3,692,7.1472836190869655
3.5-4,1000,10.32844453625284
4.5-5,667,6.8890725056806446
5.5-6,2490,25.717826895269575
6.5-7,2865,29.59099359636439
7.5-8,1493,15.420367692625492
8.5-9,475,4.906011154720099
