split,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
full,0.0516422226812642,0.04131377814501136,0.14459822350753976,0.2788680024788267,0.5164222268126419,2.478826688700682,3.635612476761,4.720099153067548,5.608345383185292,3.0882049163395995,3.8008675893410455,9.151001859120017,16.566825036149556,15.657921916959305,13.933071679405082,8.768849411278662,6.651518281346829,2.4168560214831647,2.4891551332369346
